typeID,groupID,typeName,volume,capacity,portionSize,,,,,
17103,624,True Centii Servant,20000.00,235.00,1,,,,,
17104,622,True Centum Mutilator,100100.00,235.00,1,,,,,
17105,622,True Centum Fiend,100100.00,235.00,1,,,,,
17106,624,True Centii Slavehunter,21120.00,235.00,1,,,,,
17107,621,True Centus Beast Lord,100100.00,235.00,1,,,,,
17108,621,True Centus Savage Lord,100100.00,235.00,1,,,,,
17109,622,True Centum Execrator,100100.00,235.00,1,,,,,
17110,631,Corelum Chief Watchman,115000.00,235.00,1,,,,,
17111,631,Corelum Chief Patroller,112000.00,480.00,1,,,,,
17112,631,Corelum Chief Scout,113000.00,235.00,1,,,,,
17113,633,Coreli Safeguard,23000.00,235.00,1,,,,,
17114,631,Corelum Chief Spy,116000.00,900.00,1,,,,,
17115,633,Coreli Fugitive,24500.00,60.00,1,,,,,
17116,633,Coreli Watchman,29500.00,175.00,1,,,,,
17117,633,Coreli Scout,22500.00,125.00,1,,,,,
17118,633,Coreli Agent,22500.00,235.00,1,,,,,
17119,633,Coreli Defender,26500.00,140.00,1,,,,,
17120,633,Coreli Patroller,29500.00,235.00,1,,,,,
17121,633,Coreli Initiate,24500.00,60.00,1,,,,,
17122,633,Coreli Protector,26500.00,235.00,1,,,,,
17123,631,Shadow Corelum Chief Watchman,115000.00,235.00,1,,,,,
17124,631,Shadow Corelum Chief Patroller,112000.00,480.00,1,,,,,
17125,631,Shadow Corelum Chief Scout,113000.00,235.00,1,,,,,
17126,633,Shadow Coreli Safeguard,23000.00,235.00,1,,,,,
17127,631,Shadow Corelum Chief Spy,116000.00,900.00,1,,,,,
17128,633,Shadow Coreli Watchman,29500.00,175.00,1,,,,,
17129,633,Shadow Coreli Scout,22500.00,125.00,1,,,,,
17130,633,Shadow Coreli Agent,22500.00,235.00,1,,,,,
17131,633,Shadow Coreli Defender,26500.00,140.00,1,,,,,
17132,633,Shadow Coreli Patroller,29500.00,235.00,1,,,,,
17133,633,Shadow Coreli Initiate,24500.00,60.00,1,,,,,
17134,633,Shadow Coreli Protector,26500.00,235.00,1,,,,,
17135,494,Stargate under construction and repair,100000000.00,10000.00,1,,,,,
17136,1040,Ukomi Superconductors,6.00,0.00,1,,,,,
17138,319,Augmented Angel Battlestation,100000000.00,10000.00,1,,,,,
17140,319,Security Outpost,100000000.00,10000.00,1,,,,,
17141,821,Tritan - The Underground Overseer,19000000.00,120.00,1,,,,,
17142,821,The Battlestation Admiral,19000000.00,120.00,1,,,,,
17143,314,Gallentean Planetary Vehicles,2.00,0.00,1,,,,,
17144,383,Tower Sentry Bloodraider II,1000.00,1000.00,1,,,,,
17145,383,Tower Sentry Bloodraider I,1000.00,1000.00,1,,,,,
17146,383,Tower Sentry Angel II,1000.00,1000.00,1,,,,,
17147,383,Tower Sentry Angel I,1000.00,1000.00,1,,,,,
17148,383,Tower Sentry Caldari II,1000.00,1000.00,1,,,,,
17149,383,Tower Sentry Caldari I,1000.00,1000.00,1,,,,,
17150,383,Tower Sentry Gallente II,1000.00,1000.00,1,,,,,
17151,383,Tower Sentry Gallente I,1000.00,1000.00,1,,,,,
17152,383,Tower Sentry Guristas I,1000.00,1000.00,1,,,,,
17153,383,Tower Sentry Guristas II,1000.00,1000.00,1,,,,,
17154,383,Tower Sentry Minmatar II,1000.00,1000.00,1,,,,,
17155,383,Tower Sentry Minmatar I,1000.00,1000.00,1,,,,,
17156,383,Tower Sentry Sansha II,1000.00,1000.00,1,,,,,
17157,383,Tower Sentry Sansha I,1000.00,1000.00,1,,,,,
17158,383,Tower Sentry Serpentis II,1000.00,1000.00,1,,,,,
17159,383,Tower Sentry Serpentis I,1000.00,1000.00,1,,,,,
17160,383,Tower Sentry Amarr I,1000.00,1000.00,1,,,,,
17161,383,Tower Sentry Amarr II,1000.00,1000.00,1,,,,,
17162,821,The Stronghold General,19000000.00,120.00,1,,,,,
17163,383,Serpentis Stasis Tower,1000.00,1000.00,1,,,,,
17164,383,Tower Missile Battery Serpentis I,1000.00,1000.00,1,,,,,
17165,820,Control Headquarters,109000.00,120.00,1,,,,,
17166,820,Security Coordinator,109000.00,120.00,1,,,,,
17167,430,Small Beam Laser Battery,500.00,3.00,1,,,,,
17168,430,Medium Beam Laser Battery,1000.00,2.00,1,,,,,
17172,414,Medium Auxiliary Power Array,100.00,0.00,1,,,,,
17173,414,Large Auxiliary Power Array,100.00,0.00,1,,,,,
17174,439,Ion Field Projection Battery,4000.00,0.00,1,,,,,
17175,439,Phase Inversion Battery,4000.00,0.00,1,,,,,
17176,439,Spatial Destabilization Battery,4000.00,0.00,1,,,,,
17177,439,White Noise Generation Battery,4000.00,0.00,1,,,,,
17178,441,Stasis Webification Battery,4000.00,0.00,1,,,,,
17179,494,UNUSED_Gist_Battlestation_LCS_ID31_DL1_DCP1,100000000.00,10000.00,1,,,,,
17180,440,Sensor Dampening Battery,4000.00,0.00,1,,,,,
17181,443,Warp Disruption Battery,4000.00,0.00,1,,,,,
17182,443,Warp Scrambling Battery,4000.00,0.00,1,,,,,
17184,444,Ballistic Deflection Array,4000.00,0.00,1,,,,,
17185,444,Explosion Dampening Array,4000.00,0.00,1,,,,,
17186,444,Heat Dissipation Array,4000.00,0.00,1,,,,,
17187,444,Photon Scattering Array,4000.00,0.00,1,,,,,
17188,445,Force Field Array,100.00,0.00,1,,,,,
17190,370,Angel Bronze Tag,0.10,0.00,1,,,,,
17192,370,Angel Diamond Tag,0.10,0.00,1,,,,,
17194,370,Angel Gold Tag,0.10,0.00,1,,,,,
17196,370,Angel Platinum Tag,0.10,0.00,1,,,,,
17199,370,Angel Electrum Tag,0.10,0.00,1,,,,,
17200,370,Blood Copper Tag,0.10,0.00,1,,,,,
17201,370,Blood Diamond Tag,0.10,0.00,1,,,,,
17202,370,Blood Palladium Tag,0.10,0.00,1,,,,,
17203,370,Blood Electrum Tag,0.10,0.00,1,,,,,
17204,370,Blood Brass Tag,0.10,0.00,1,,,,,
17205,370,Guristas Copper Tag,0.10,0.00,1,,,,,
17206,370,Guristas Diamond Tag,0.10,0.00,1,,,,,
17207,370,Guristas Brass Tag,0.10,0.00,1,,,,,
17208,370,Guristas Palladium Tag,0.10,0.00,1,,,,,
17209,370,Guristas Electrum Tag,0.10,0.00,1,,,,,
17210,370,Sansha Copper Tag,0.10,0.00,1,,,,,
17211,370,Sansha Diamond Tag,0.10,0.00,1,,,,,
17212,370,Sansha Brass Tag,0.10,0.00,1,,,,,
17213,370,Sansha Palladium Tag,0.10,0.00,1,,,,,
17214,370,Sansha Electrum Tag,0.10,0.00,1,,,,,
17215,370,Serpentis Copper Tag,0.10,0.00,1,,,,,
17216,370,Serpentis Diamond Tag,0.10,0.00,1,,,,,
17217,370,Serpentis Brass Tag,0.10,0.00,1,,,,,
17218,370,Serpentis Palladium Tag,0.10,0.00,1,,,,,
17219,370,Serpentis Electrum Tag,0.10,0.00,1,,,,,
17220,370,Domination Brass Tag,0.10,0.00,1,,,,,
17221,370,Domination Bronze Tag,0.10,0.00,1,,,,,
17222,370,Domination Copper Tag,0.10,0.00,1,,,,,
17223,370,Domination Crystal Tag,0.10,0.00,1,,,,,
17224,370,Domination Diamond Tag,0.10,0.00,1,,,,,
17225,370,Domination Electrum Tag,0.10,0.00,1,,,,,
17226,370,Domination Gold Tag,0.10,0.00,1,,,,,
17227,370,Domination Palladium Tag,0.10,0.00,1,,,,,
17229,370,Domination Platinum Tag,0.10,0.00,1,,,,,
17230,370,Domination Silver Tag,0.10,0.00,1,,,,,
17231,370,Dark Blood Brass Tag,0.10,0.00,1,,,,,
17232,370,Dark Blood Bronze Tag,0.10,0.00,1,,,,,
17233,370,Dark Blood Copper Tag,0.10,0.00,1,,,,,
17234,370,Dark Blood Crystal Tag,0.10,0.00,1,,,,,
17235,370,Dark Blood Diamond Tag,0.10,0.00,1,,,,,
17236,370,Dark Blood Electrum Tag,0.10,0.00,1,,,,,
17237,370,Dark Blood Palladium Tag,0.10,0.00,1,,,,,
17238,370,Dark Blood Gold Tag,0.10,0.00,1,,,,,
17239,370,Dark Blood Silver Tag,0.10,0.00,1,,,,,
17240,370,Dark Blood Platinum Tag,0.10,0.00,1,,,,,
17241,370,Dread Guristas Brass Tag,0.10,0.00,1,,,,,
17242,370,Dread Guristas Bronze Tag,0.10,0.00,1,,,,,
17243,370,Dread Guristas Copper Tag,0.10,0.00,1,,,,,
17244,370,Dread Guristas Crystal Tag,0.10,0.00,1,,,,,
17245,370,Dread Guristas Diamond Tag,0.10,0.00,1,,,,,
17247,370,Dread Guristas Electrum Tag,0.10,0.00,1,,,,,
17248,370,Dread Guristas Gold Tag,0.10,0.00,1,,,,,
17249,370,Dread Guristas Palladium Tag,0.10,0.00,1,,,,,
17250,370,Dread Guristas Platinum Tag,0.10,0.00,1,,,,,
17251,370,Dread Guristas Silver Tag,0.10,0.00,1,,,,,
17252,370,True Sansha Brass Tag,0.10,0.00,1,,,,,
17253,370,True Sansha Bronze Tag,0.10,0.00,1,,,,,
17254,370,True Sansha Copper Tag,0.10,0.00,1,,,,,
17255,370,True Sansha Crystal Tag,0.10,0.00,1,,,,,
17256,370,True Sansha Diamond Tag,0.10,0.00,1,,,,,
17257,370,True Sansha Electrum Tag,0.10,0.00,1,,,,,
17258,370,True Sansha Gold Tag,0.10,0.00,1,,,,,
17259,370,True Sansha Palladium Tag,0.10,0.00,1,,,,,
17260,370,True Sansha Platinum Tag,0.10,0.00,1,,,,,
17261,370,True Sansha Silver Tag,0.10,0.00,1,,,,,
17262,370,Shadow Serpentis Brass Tag,0.10,0.00,1,,,,,
17263,370,Shadow Serpentis Bronze Tag,0.10,0.00,1,,,,,
17264,370,Shadow Serpentis Copper Tag,0.10,0.00,1,,,,,
17266,370,Shadow Serpentis Crystal Tag,0.10,0.00,1,,,,,
17267,370,Shadow Serpentis Diamond Tag,0.10,0.00,1,,,,,
17268,370,Shadow Serpentis Electrum Tag,0.10,0.00,1,,,,,
17269,370,Shadow Serpentis Palladium Tag,0.10,0.00,1,,,,,
17270,370,Shadow Serpentis Gold Tag,0.10,0.00,1,,,,,
17271,370,Shadow Serpentis Platinum Tag,0.10,0.00,1,,,,,
17272,370,Shadow Serpentis Silver Tag,0.10,0.00,1,,,,,
17273,494,Biodome Gardens,100000000.00,10000.00,1,,,,,
17274,496,Stuffed Container,2750.00,2700.00,1,,,,,
17275,494,Oofuss Repair Shop,100000000.00,10000.00,1,,,,,
17276,496,Container with blast marks,1200.00,1000.00,1,,,,,
17277,496,Electronically Sealed Container,27500.00,2700.00,1,,,,,
17278,633,Coreli Guard,23000.00,60.00,1,,,,,
17279,633,Coreli Spy,25000.00,60.00,1,,,,,
17280,633,Shadow Coreli Guard,23000.00,60.00,1,,,,,
17281,633,Shadow Coreli Spy,25000.00,60.00,1,,,,,
17283,819,Sansha Black Ops Squad Leader,20000.00,200.00,1,,,,,
17284,820,Guristas Scout Officer,92000.00,235.00,1,,,,,
17285,819,Centus Black Ops Commander,20000.00,200.00,1,,,,,
17286,446,Amarr Customs Captain,28700.00,200.00,1,,,,,
17287,370,Chelm Sorans Tag,0.10,0.00,1,,,,,
17288,370,Vizan Ankonins Tag,0.10,0.00,1,,,,,
17289,370,Selynne Mardakars Tag,0.10,0.00,1,,,,,
17290,370,Brokara Ryvers Tag,0.10,0.00,1,,,,,
17291,370,Cormack Vaajas Tag,0.10,0.00,1,,,,,
17292,370,Setele Schellans Tag,0.10,0.00,1,,,,,
17293,370,Tuvan Orths Tag,0.10,0.00,1,,,,,
17294,370,Brynn Jerdolas Tag,0.10,0.00,1,,,,,
17295,370,Estamel Tharchons Tag,0.10,0.00,1,,,,,
17296,370,Vepas Minimalas Tag,0.10,0.00,1,,,,,
17297,370,Thon Eneys Tag,0.10,0.00,1,,,,,
17298,370,Kaikka Peunatos Tag,0.10,0.00,1,,,,,
17299,370,Draclira Merlonnes Tag,0.10,0.00,1,,,,,
17300,370,Ahremen Arkahs Tag,0.10,0.00,1,,,,,
17301,370,Raysere Giants Tag,0.10,0.00,1,,,,,
17302,370,Tairei Namazoths Tag,0.10,0.00,1,,,,,
17303,370,Tobias Kruzhors Tag,0.10,0.00,1,,,,,
17304,370,Gotan Kreisss Tag,0.10,0.00,1,,,,,
17305,370,Hakim Stormares Tag,0.10,0.00,1,,,,,
17306,370,Mizuro Cybons Tag,0.10,0.00,1,,,,,
17317,429,Fermionic Condensates,1.30,0.00,1,,,,,
17322,447,Thermonuclear Trigger Unit Blueprint,0.01,0.00,1,,,,,
17323,447,Crystalline Carbonide Armor Plate Blueprint,0.01,0.00,1,,,,,
17324,447,Plasma Thruster Blueprint,0.01,0.00,1,,,,,
17325,447,Nanomechanical Microprocessor Blueprint,0.01,0.00,1,,,,,
17326,447,Nuclear Pulse Generator Blueprint,0.01,0.00,1,,,,,
17327,447,Scalar Capacitor Unit Blueprint,0.01,0.00,1,,,,,
17328,447,Titanium Diborite Armor Plate Blueprint,0.01,0.00,1,,,,,
17329,447,Ion Thruster Blueprint,0.01,0.00,1,,,,,
17330,447,Nanoelectrical Microprocessor Blueprint,0.01,0.00,1,,,,,
17331,447,Fusion Reactor Unit Blueprint,0.01,0.00,1,,,,,
17332,447,Graviton Pulse Generator Blueprint,0.01,0.00,1,,,,,
17333,447,Ladar Sensor Cluster Blueprint,0.01,0.00,1,,,,,
17334,447,Tesseract Capacitor Unit Blueprint,0.01,0.00,1,,,,,
17335,447,EM Pulse Generator Blueprint,0.01,0.00,1,,,,,
17336,447,Radar Sensor Cluster Blueprint,0.01,0.00,1,,,,,
17337,447,Oscillator Capacitor Unit Blueprint,0.01,0.00,1,,,,,
17338,447,Antimatter Reactor Unit Blueprint,0.01,0.00,1,,,,,
17339,447,Plasma Pulse Generator Blueprint,0.01,0.00,1,,,,,
17340,447,Gravimetric Sensor Cluster Blueprint,0.01,0.00,1,,,,,
17341,447,Pulse Shield Emitter Blueprint,0.01,0.00,1,,,,,
17342,447,Nuclear Reactor Unit Blueprint,0.01,0.00,1,,,,,
17344,447,Particle Accelerator Unit Blueprint,0.01,0.00,1,,,,,
17345,447,Magnetometric Sensor Cluster Blueprint,0.01,0.00,1,,,,,
17346,447,Deflection Shield Emitter Blueprint,0.01,0.00,1,,,,,
17347,447,Electrolytic Capacitor Unit Blueprint,0.01,0.00,1,,,,,
17348,447,Laser Focusing Crystals Blueprint,0.01,0.00,1,,,,,
17349,447,Fusion Thruster Blueprint,0.01,0.00,1,,,,,
17350,447,Tungsten Carbide Armor Plate Blueprint,0.01,0.00,1,,,,,
17351,447,Quantum Microprocessor Blueprint,0.01,0.00,1,,,,,
17352,447,Sustained Shield Emitter Blueprint,0.01,0.00,1,,,,,
17353,447,Graviton Reactor Unit Blueprint,0.01,0.00,1,,,,,
17354,447,Superconductor Rails Blueprint,0.01,0.00,1,,,,,
17355,447,Fernite Carbide Composite Armor Plate Blueprint,0.01,0.00,1,,,,,
17356,447,Magpulse Thruster Blueprint,0.01,0.00,1,,,,,
17357,447,Photon Microprocessor Blueprint,0.01,0.00,1,,,,,
17359,447,Linear Shield Emitter Blueprint,0.01,0.00,1,,,,,
17360,25,Immovable Enigma,20400.00,600.00,1,,,,,
17363,448,Small Audit Log Secure Container,100.00,120.00,1,,,,,
17364,448,Medium Audit Log Secure Container,325.00,390.00,1,,,,,
17365,448,Large Audit Log Secure Container,650.00,780.00,1,,,,,
17366,448,Station Container,2000000.00,1000000.00,1,,,,,
17367,448,Station Vault Container,5000000.00,10000000.00,1,,,,,
17368,448,Station Warehouse Container,10000000.00,100000000.00,1,,,,,
17380,319,Blood Raider Deadspace Tactical Unit,100000000.00,10000.00,1,,,,,
17381,319,Sansha Deadspace Outpost I,100000000.00,10000.00,1,,,,,
17382,319,Guristas Deadspace Tactical Outpost,100000000.00,10000.00,1,,,,,
17388,494,UNUSED_Gist_Bunker_LCS_ID104_DL5_DCP1,100000000.00,10000.00,1,,,,,
17390,494,Gardans Fantasy Complex,100000000.00,10000.00,1,,,,,
17391,314,Ulamons Data Chip,0.10,0.00,1,,,,,
17392,1040,Data Chips,6.00,0.00,1,,,,,
17393,319,Bloodsport Arena,100000000.00,10000.00,1,,,,,
17394,319,Habitation Module - Brothel,100000000.00,10000.00,1,,,,,
17395,319,Habitation Module - Residential,100000000.00,10000.00,1,,,,,
17396,319,Habitation Module - Narcotics supermarket,100000000.00,10000.00,1,,,,,
17397,319,Habitation Module - Casino,100000000.00,10000.00,1,,,,,
17398,319,Habitation Module - Pleasure hub,100000000.00,10000.00,1,,,,,
17399,319,Habitation Module - Police base,100000000.00,10000.00,1,,,,,
17400,319,Habitation Module - Prison,100000000.00,10000.00,1,,,,,
17401,319,Habitation Module - Roadhouse,100000000.00,10000.00,1,,,,,
17402,449,Large Blaster Battery,5000.00,2400.00,1,,,,,
17403,449,Medium Blaster Battery,1000.00,960.00,1,,,,,
17404,449,Small Blaster Battery,500.00,720.00,1,,,,,
17406,430,Large Pulse Laser Battery,5000.00,2.00,1,,,,,
17407,430,Medium Pulse Laser Battery,1000.00,4.00,1,,,,,
17408,430,Small Pulse Laser Battery,500.00,6.00,1,,,,,
17409,283,Former Slaves,1.00,0.00,1,,,,,
17412,821,Phi-Operation Protector,1140000.00,480.00,1,,,,,
17413,821,Captain Rouge,19000000.00,120.00,1,,,,,
17422,494,Angels Retirement Home,100000000.00,10000.00,1,,,,,
17423,314,Gallente 106 Election Holoreel,0.50,0.00,1,,,,,
17424,314,Amarrian Wheat,1.15,0.00,1,,,,,
17425,450,Crimson Arkonor,16.00,0.00,100,,,,,
17426,450,Prime Arkonor,16.00,0.00,100,,,,,
17428,451,Triclinic Bistot,16.00,0.00,100,,,,,
17429,451,Monoclinic Bistot,16.00,0.00,100,,,,,
17432,452,Sharp Crokite,16.00,0.00,100,,,,,
17433,452,Crystalline Crokite,16.00,0.00,100,,,,,
17436,453,Onyx Ochre,8.00,0.00,100,,,,,
17437,453,Obsidian Ochre,8.00,0.00,100,,,,,
17440,454,Vitric Hedbergite,3.00,0.00,100,,,,,
17441,454,Glazed Hedbergite,3.00,0.00,100,,,,,
17444,455,Vivid Hemorphite,3.00,0.00,100,,,,,
17445,455,Radiant Hemorphite,3.00,0.00,100,,,,,
17448,456,Pure Jaspet,2.00,0.00,100,,,,,
17449,456,Pristine Jaspet,2.00,0.00,100,,,,,
17452,457,Luminous Kernite,1.20,0.00,100,,,,,
17453,457,Fiery Kernite,1.20,0.00,100,,,,,
17455,458,Azure Plagioclase,0.35,0.00,100,,,,,
17456,458,Rich Plagioclase,0.35,0.00,100,,,,,
17459,459,Solid Pyroxeres,0.30,0.00,100,,,,,
17460,459,Viscous Pyroxeres,0.30,0.00,100,,,,,
17463,460,Condensed Scordite,0.15,0.00,100,,,,,
17464,460,Massive Scordite,0.15,0.00,100,,,,,
17466,461,Bright Spodumain,16.00,0.00,100,,,,,
17467,461,Gleaming Spodumain,16.00,0.00,100,,,,,
17470,462,Concentrated Veldspar,0.10,0.00,100,,,,,
17471,462,Dense Veldspar,0.10,0.00,100,,,,,
17475,282,Radioactive Waste,1.00,0.00,1,,,,,
17476,463,Covetor,200000.00,350.00,1,,,,,
17477,477,Covetor Blueprint,0.01,0.00,1,,,,,
17478,463,Retriever,150000.00,450.00,1,,,,,
17479,477,Retriever Blueprint,0.01,0.00,1,,,,,
17480,463,Procurer,100000.00,350.00,1,,,,,
17481,477,Procurer Blueprint,0.01,0.00,1,,,,,
17482,464,Strip Miner I,25.00,0.00,1,,,,,
17483,490,Strip Miner I Blueprint,0.01,0.00,1,,,,,
17484,511,Republic Fleet Rapid Light Missile Launcher,10.00,0.32,1,,,,,
17485,506,Republic Fleet Cruise Missile Launcher,20.00,1.35,1,,,,,
17486,136,Republic Fleet Cruise Missile Launcher Blueprint,0.01,0.00,1,,,,,
17487,510,Republic Fleet Heavy Missile Launcher,10.00,1.23,1,,,,,
17488,507,Republic Fleet Rocket Launcher,5.00,0.25,1,,,,,
17489,136,Republic Fleet Rocket Launcher Blueprint,0.01,0.00,1,,,,,
17490,508,Republic Fleet Torpedo Launcher,20.00,2.00,1,,,,,
17491,509,Republic Fleet Light Missile Launcher,5.00,0.90,1,,,,,
17492,62,Republic Fleet Large Armor Repairer,50.00,0.00,1,,,,,
17493,62,Republic Fleet Medium Armor Repairer,10.00,0.00,1,,,,,
17494,62,Republic Fleet Small Armor Repairer,5.00,0.00,1,,,,,
17495,77,Caldari Navy Kinetic Deflection Field,5.00,0.00,1,,,,,
17496,77,Caldari Navy Explosive Deflection Field,5.00,0.00,1,,,,,
17497,77,Caldari Navy Thermal Dissipation Field,5.00,0.00,1,,,,,
17498,77,Caldari Navy Adaptive Invulnerability Field,5.00,0.00,1,,,,,
17499,77,Caldari Navy EM Ward Field,5.00,0.00,1,,,,,
17500,65,Caldari Navy Stasis Webifier,5.00,0.00,1,,,,,
17501,145,Caldari Navy Stasis Webifier Blueprint,0.01,0.00,1,,,,,
17502,328,Ammatar Navy Armor EM Hardener,5.00,0.00,1,,,,,
17503,348,Ammatar Navy Armor EM Hardener Blueprint,0.01,0.00,1,,,,,
17504,328,Ammatar Navy Armor Explosive Hardener,5.00,0.00,1,,,,,
17505,348,Ammatar Navy Armor Explosive Hardener Blueprint,0.01,0.00,1,,,,,
17506,328,Ammatar Navy Armor Kinetic Hardener,5.00,0.00,1,,,,,
17507,348,Ammatar Navy Armor Kinetic Hardener Blueprint,0.01,0.00,1,,,,,
17508,328,Ammatar Navy Armor Thermal Hardener,5.00,0.00,1,,,,,
17509,348,Ammatar Navy Armor Thermal Hardener Blueprint,0.01,0.00,1,,,,,
17510,767,Ammatar Navy Capacitor Power Relay,5.00,0.00,1,,,,,
17511,137,Ammatar Navy Capacitor Power Relay Blueprint,0.01,0.00,1,,,,,
17512,98,Ammatar Navy Kinetic Plating,5.00,0.00,1,,,,,
17513,163,Ammatar Navy Kinetic Plating Blueprint,0.01,0.00,1,,,,,
17514,98,Ammatar Navy Adaptive Nano Plating,5.00,0.00,1,,,,,
17515,163,Ammatar Navy Adaptive Nano Plating Blueprint,0.01,0.00,1,,,,,
17516,98,Ammatar Navy Explosive Plating,5.00,0.00,1,,,,,
17517,163,Ammatar Navy Explosive Plating Blueprint,0.01,0.00,1,,,,,
17518,98,Ammatar Navy EM Plating,5.00,0.00,1,,,,,
17519,163,Ammatar Navy EM Plating Blueprint,0.01,0.00,1,,,,,
17520,212,Federation Navy Sensor Booster,5.00,1.00,1,,,,,
17521,223,Federation Navy Sensor Booster Blueprint,0.01,0.00,1,,,,,
17522,769,Ammatar Navy Reactor Control Unit,5.00,0.00,1,,,,,
17523,137,Ammatar Navy Reactor Control Unit Blueprint,0.01,0.00,1,,,,,
17524,766,Ammatar Navy Power Diagnostic System,5.00,0.00,1,,,,,
17525,137,Ammatar Navy Power Diagnostic System Blueprint,0.01,0.00,1,,,,,
17526,43,Imperial Navy Cap Recharger,5.00,0.00,1,,,,,
17527,123,Imperial Navy Cap Recharger Blueprint,0.01,0.00,1,,,,,
17528,767,Imperial Navy Capacitor Power Relay,5.00,0.00,1,,,,,
17529,137,Imperial Navy Capacitor Power Relay Blueprint,0.01,0.00,1,,,,,
17536,326,Ammatar Navy Energized Adaptive Nano Membrane,5.00,0.00,1,,,,,
17537,163,Ammatar Navy Energized Adaptive Nano Membrane Blueprint,0.01,0.00,1,,,,,
17538,326,Ammatar Navy Energized Kinetic Membrane,5.00,0.00,1,,,,,
17539,163,Ammatar Navy Energized Kinetic Membrane Blueprint,0.01,0.00,1,,,,,
17540,326,Ammatar Navy Energized Explosive Membrane,5.00,0.00,1,,,,,
17541,163,Ammatar Navy Energized Explosive Membrane Blueprint,0.01,0.00,1,,,,,
17542,326,Ammatar Navy Energized EM Membrane,5.00,0.00,1,,,,,
17543,163,Ammatar Navy Energized EM Membrane Blueprint,0.01,0.00,1,,,,,
17544,326,Ammatar Navy Energized Thermal Membrane,5.00,0.00,1,,,,,
17545,163,Ammatar Navy Energized Thermal Membrane Blueprint,0.01,0.00,1,,,,,
17546,62,Imperial Navy Large Armor Repairer,50.00,0.00,1,,,,,
17547,62,Imperial Navy Medium Armor Repairer,10.00,0.00,1,,,,,
17548,62,Imperial Navy Small Armor Repairer,5.00,0.00,1,,,,,
17549,98,Federation Navy Adaptive Nano Plating,5.00,0.00,1,,,,,
17550,163,Federation Navy Adaptive Nano Plating Blueprint,0.01,0.00,1,,,,,
17551,98,Federation Navy Kinetic Plating,5.00,0.00,1,,,,,
17552,163,Federation Navy Kinetic Plating Blueprint,0.01,0.00,1,,,,,
17553,98,Federation Navy Explosive Plating,5.00,0.00,1,,,,,
17554,163,Federation Navy Explosive Plating Blueprint,0.01,0.00,1,,,,,
17555,98,Federation Navy EM Plating,5.00,0.00,1,,,,,
17556,163,Federation Navy EM Plating Blueprint,0.01,0.00,1,,,,,
17557,98,Federation Navy Thermal Plating,5.00,0.00,1,,,,,
17558,163,Federation Navy Thermal Plating Blueprint,0.01,0.00,1,,,,,
17559,65,Federation Navy Stasis Webifier,5.00,0.00,1,,,,,
17561,145,Federation Navy Stasis Webifier Blueprint,0.01,0.00,1,,,,,
17563,494,UNUSED_CargoRig_LCS_DL1_DCP1,100000000.00,10000.00,1,,,,,
17565,470,Unanchoring Drone,500.00,0.00,1,,,,,
17568,383,Serpentis Point Defense Battery,1000.00,1000.00,1,,,,,
17569,383,Serpentis Light Missile Battery,1000.00,1000.00,1,,,,,
17570,383,Serpentis Heavy Missile Battery,1000.00,1000.00,1,,,,,
17571,383,Serpentis Cruise Missile Battery,1000.00,1000.00,1,,,,,
17572,383,Angel Point Defense Battery,1000.00,1000.00,1,,,,,
17573,383,Angel Light Missile Battery,1000.00,1000.00,1,,,,,
17574,383,Angel Heavy Missile Battery,1000.00,1000.00,1,,,,,
17575,383,Angel Cruise Missile Battery,1000.00,1000.00,1,,,,,
17576,383,Minmatar Point Defense Battery,1000.00,1000.00,1,,,,,
17577,383,Minmatar Light Missile Battery,1000.00,1000.00,1,,,,,
17578,383,Minmatar Heavy Missile Battery,1000.00,1000.00,1,,,,,
17579,383,Minmatar Cruise Missile Battery,1000.00,1000.00,1,,,,,
17580,383,Sansha Point Defense Battery,1000.00,1000.00,1,,,,,
17581,383,Sansha Light Missile Battery,1000.00,1000.00,1,,,,,
17582,383,Sansha Heavy Missile Battery,1000.00,1000.00,1,,,,,
17583,383,Sansha Cruise Missile Battery,1000.00,1000.00,1,,,,,
17584,383,Gallente Point Defense Battery,1000.00,1000.00,1,,,,,
17585,383,Gallente Light Missile Battery,1000.00,1000.00,1,,,,,
17586,383,Gallente Heavy Missile Battery,1000.00,1000.00,1,,,,,
17587,383,Gallente Cruise Missile Battery,1000.00,1000.00,1,,,,,
17588,383,Amarr Point Defense Battery,1000.00,1000.00,1,,,,,
17589,383,Amarr Light Missile Battery,1000.00,1000.00,1,,,,,
17590,383,Amarr Heavy Missile Battery,1000.00,1000.00,1,,,,,
17591,383,Amarr Cruise Missile Battery,1000.00,1000.00,1,,,,,
17592,383,Blood Point Defense Battery,1000.00,1000.00,1,,,,,
17593,383,Blood Light Missile Battery,1000.00,1000.00,1,,,,,
17594,383,Blood Heavy Missile Battery,1000.00,1000.00,1,,,,,
17595,383,Blood Cruise Missile Battery,1000.00,1000.00,1,,,,,
17596,383,Guristas Point Defense Battery,1000.00,1000.00,1,,,,,
17597,383,Guristas Light Missile Battery,1000.00,1000.00,1,,,,,
17598,383,Guristas Heavy Missile Battery,1000.00,1000.00,1,,,,,
17599,383,Guristas Cruise Missile Batteries,1000.00,1000.00,1,,,,,
17600,383,Caldari Point Defense Battery,1000.00,1000.00,1,,,,,
17601,383,Caldari Light Missile Battery,1000.00,1000.00,1,,,,,
